w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,fail_level,elapsed
14.0,10.6,7.0,22.4,8.0,49.6,0.0,0.5,14.0,19.0,0.14,0.04,2.0,32.0,0.035,0.02,0.1,0.09,0.9,1.9,5.0,1.9,28.0,8.0,2.1,1.3,2.4,2.2,0.27,1.0,15,1000734000000
45.2,9.4,13.0,3.2,10.4,44.8,0.0,0.5,14.0,24.0,0.14,0.03,2.0,13.0,0.175,0.03,0.1,0.29,1.0,3.2,4.8,1.9,5.0,18.0,4.7,3.7,1.6,3.8,0.79,1.1,15,1406578000000
36.8,9.4,10.6,12.8,3.2,7.6,0.0,0.51,14.0,13.0,0.14,0.07,2.0,15.0,0.07,0.02,0.1,0.17,0.2,0.9,1.6,1.1,19.0,7.0,1.6,3.6,0.1,0.8,0.11,1.0,15,1389110000000
12.8,7.0,3.4,3.2,3.2,40.0,0.0,0.51,14.0,25.0,0.035,0.03,2.0,6.0,0.07,0.07,0.1,0.43,0.3,3.2,1.5,2.4,25.0,14.0,2.9,1.6,3.2,2.0,0.27,1.0,15,465500000000
10.4,9.4,10.6,9.2,8.0,17.2,0.0,0.5,14.0,34.0,0.07,0.01,2.0,29.0,0.14,0.01,0.1,0.46,0.6,3.2,4.1,3.2,6.0,10.0,1.7,2.8,2.2,0.3,0.24,1.6,15,665907000000
30.8,13.0,3.4,20.0,24.8,43.6,0.0,0.5,14.0,15.0,0.105,0.1,2.0,28.0,0.07,0.01,0.1,0.35,1.6,1.8,4.7,4.5,17.0,27.0,4.1,2.1,2.5,2.8,0.6,3.5,15,583172000000
52.4,5.8,4.6,24.8,5.6,52.0,0.0,0.51,14.0,35.0,0.175,0.04,2.0,14.0,0.175,0.04,0.1,0.5,0.6,4.7,2.5,3.3,30.0,25.0,4.1,0.2,3.6,4.3,0.58,1.0,15,824586649414
32.0,4.6,8.2,26.0,18.8,44.8,0.0,0.5,14.0,27.0,0.105,0.06,2.0,18.0,0.175,0.01,0.1,0.31,1.9,3.4,3.9,2.5,16.0,0.0,2.5,1.3,0.2,0.6,0.51,2.1,15,839829000000
18.8,8.2,13.0,6.8,6.8,20.8,0.0,0.51,14.0,24.0,0.14,0.07,2.0,33.0,0.175,0.06,0.1,0.29,0.7,0.7,3.4,3.4,1.0,1.0,3.7,2.0,0.4,1.2,0.44,2.2,15,852765000000
27.2,2.2,4.6,24.8,8.0,47.2,0.0,0.51,14.0,5.0,0.14,0.07,2.0,11.0,0.175,0.04,0.1,0.37,0.9,0.6,3.7,4.8,17.0,22.0,1.2,3.8,4.0,1.8,0.54,3.1,15,990047000000
40.4,10.6,9.4,12.8,5.6,12.4,0.0,0.5,14.0,27.0,0.105,0.01,2.0,35.0,0.105,0.1,0.1,0.22,0.4,2.7,2.1,2.0,12.0,22.0,4.7,1.9,4.3,4.1,0.33,1.1,15,1301094902049
16.4,11.8,4.6,6.8,15.2,7.6,0.0,0.5,14.0,30.0,0.105,0.04,2.0,28.0,0.105,0.03,0.1,0.14,1.3,4.1,3.8,2.9,21.0,26.0,3.5,2.4,4.3,2.6,0.14,2.4,15,741656000000
51.2,5.8,3.4,8.0,20.0,36.4,0.0,0.5,14.0,25.0,0.105,0.1,2.0,16.0,0.07,0.04,0.1,0.13,2.1,2.7,3.4,3.4,27.0,22.0,3.1,3.6,3.3,3.0,0.46,3.1,15,2257750000000
32.0,1.0,3.4,6.8,16.4,40.0,0.0,0.5,14.0,31.0,0.175,0.02,2.0,14.0,0.07,0.01,0.1,0.46,0.9,3.7,4.4,3.8,4.0,20.0,4.1,3.5,0.6,2.9,0.85,1.7,15,1019031000000
26.0,1.0,4.6,3.2,3.2,25.6,0.0,0.51,14.0,35.0,0.105,0.05,2.0,17.0,0.14,0.1,0.1,0.49,0.4,1.7,1.5,2.4,27.0,5.0,4.3,2.3,3.5,1.0,0.28,1.1,15,985109000000
10.4,13.0,9.4,16.4,10.4,19.6,0.0,0.51,14.0,33.0,0.175,0.05,2.0,5.0,0.175,0.1,0.1,0.36,0.9,0.3,2.1,2.1,6.0,25.0,4.9,2.3,1.3,1.8,0.24,1.9,15,634292044296
5.6,3.4,5.8,16.4,9.2,26.8,0.0,0.5,14.0,30.0,0.07,0.01,2.0,5.0,0.105,0.09,0.1,0.35,1.1,1.6,4.5,2.5,26.0,13.0,1.7,5.0,0.5,3.5,0.57,2.1,15,992703000000
44.0,9.4,8.2,22.4,20.0,40.0,0.0,0.51,14.0,28.0,0.175,0.03,2.0,32.0,0.07,0.04,0.1,0.38,1.1,2.9,4.7,4.1,3.0,25.0,3.8,2.5,1.9,4.4,0.42,3.1,15,1251937000000
21.2,9.4,4.6,22.4,6.8,14.8,0.0,0.5,14.0,8.0,0.14,0.06,2.0,17.0,0.07,0.03,0.1,0.4,0.7,1.0,1.6,4.5,22.0,13.0,1.5,3.3,4.7,0.4,0.55,1.5,15,301844000000
50.0,5.8,5.8,9.2,4.4,34.0,0.0,0.5,14.0,13.0,0.14,0.01,2.0,34.0,0.105,0.09,0.1,0.14,0.4,1.2,1.8,1.8,21.0,13.0,3.9,0.4,4.9,1.3,0.31,1.7,15,1253078000000
5.6,2.2,3.4,26.0,8.0,50.8,0.0,0.51,14.0,34.0,0.07,0.07,2.0,33.0,0.035,0.01,0.1,0.43,0.9,2.2,4.3,4.4,23.0,11.0,3.0,3.7,3.2,3.0,0.86,3.3,15,909180605651
34.4,9.4,8.2,26.0,22.4,12.4,0.0,0.51,14.0,18.0,0.105,0.07,2.0,32.0,0.07,0.03,0.1,0.23,2.9,1.8,3.9,4.8,19.0,28.0,4.2,4.5,2.2,5.0,0.61,3.5,15,1063953000000
14.0,7.0,2.2,9.2,9.2,43.6,0.0,0.5,14.0,8.0,0.105,0.06,2.0,10.0,0.14,0.03,0.1,0.37,1.1,0.7,2.8,1.2,15.0,0.0,2.4,4.6,2.0,1.9,0.67,1.1,15,593344000000
8.0,9.4,9.4,10.4,24.8,17.2,0.0,0.5,14.0,17.0,0.105,0.09,2.0,24.0,0.105,0.05,0.1,0.46,1.1,0.9,5.0,5.0,2.0,1.0,0.2,4.8,0.4,2.0,0.57,2.6,15,493657311055
39.2,4.6,7.0,17.6,26.0,43.6,0.0,0.5,14.0,33.0,0.175,0.08,2.0,12.0,0.175,0.04,0.1,0.41,2.6,2.4,4.7,3.4,8.0,5.0,1.2,4.4,3.8,4.9,2.03,3.3,15,1215813000000
30.8,7.0,2.2,14.0,4.4,35.2,0.0,0.5,14.0,23.0,0.07,0.05,2.0,10.0,0.105,0.1,0.1,0.2,0.5,1.4,1.6,4.0,17.0,0.0,1.0,3.8,3.2,4.6,0.48,1.1,15,528765000000
30.8,1.0,11.8,12.8,11.6,30.4,0.0,0.51,14.0,25.0,0.14,0.09,2.0,29.0,0.105,0.09,0.1,0.39,1.2,1.5,4.7,3.6,3.0,6.0,3.5,4.8,3.5,3.9,1.18,3.2,15,3033312000000
29.6,7.0,8.2,6.8,3.2,12.4,0.0,0.51,14.0,29.0,0.175,0.1,2.0,19.0,0.035,0.01,0.1,0.41,0.4,0.4,2.0,3.4,16.0,9.0,1.4,3.4,4.4,5.0,0.13,1.0,15,437299802078
3.2,2.2,5.8,9.2,4.4,35.2,0.0,0.51,14.0,33.0,0.175,0.04,2.0,9.0,0.105,0.05,0.1,0.37,0.3,1.5,2.1,2.8,0.0,19.0,1.5,0.5,3.0,0.3,0.11,1.2,15,527453000000
41.6,9.4,8.2,12.8,20.0,38.8,0.0,0.5,14.0,22.0,0.07,0.06,2.0,5.0,0.175,0.03,0.1,0.47,2.4,2.4,4.8,2.0,11.0,21.0,3.8,4.8,1.0,4.0,2.29,1.6,15,822443838327
17.6,2.2,11.8,3.2,15.2,24.4,0.0,0.51,14.0,35.0,0.175,0.04,2.0,31.0,0.175,0.05,0.1,0.37,1.9,1.8,4.4,2.0,26.0,3.0,3.8,0.5,0.2,5.0,0.99,1.1,15,634156000000
12.8,9.4,3.4,22.4,14.0,25.6,0.0,0.51,14.0,11.0,0.14,0.04,2.0,35.0,0.175,0.1,0.1,0.29,1.5,1.4,4.4,3.6,2.0,21.0,3.1,0.5,4.8,0.7,0.27,1.9,15,1075969000000
18.8,1.0,13.0,4.4,15.2,16.0,0.0,0.5,14.0,20.0,0.175,0.02,2.0,13.0,0.175,0.06,0.1,0.33,1.3,2.5,3.9,2.5,29.0,29.0,3.2,0.3,1.7,2.4,0.74,2.1,15,1270702852779
44.0,7.0,3.4,9.2,3.2,31.6,0.0,0.5,14.0,33.0,0.175,0.06,2.0,35.0,0.105,0.08,0.1,0.28,0.3,3.0,1.4,3.7,0.0,26.0,4.3,2.0,0.9,2.2,0.23,1.0,15,1102467725756
10.4,1.0,5.8,16.4,14.0,8.8,0.0,0.5,14.0,25.0,0.14,0.02,2.0,30.0,0.14,0.02,0.1,0.26,1.7,1.3,3.9,4.7,16.0,9.0,3.8,3.8,3.3,2.6,1.02,1.5,15,1008922000000
10.4,4.6,8.2,12.8,14.0,25.6,0.0,0.51,14.0,30.0,0.14,0.09,2.0,30.0,0.105,0.08,0.1,0.49,1.4,4.0,4.5,1.6,22.0,25.0,1.1,0.7,2.4,1.9,0.87,1.4,15,706969000000
27.2,3.4,3.4,10.4,22.4,34.0,0.0,0.5,14.0,35.0,0.14,0.07,2.0,14.0,0.07,0.04,0.1,0.22,2.7,1.7,5.0,4.6,8.0,28.0,4.5,4.6,1.0,3.6,1.25,2.3,15,1154500000000
16.4,4.6,2.2,16.4,20.0,50.8,0.0,0.5,14.0,28.0,0.175,0.09,2.0,32.0,0.14,0.09,0.1,0.33,2.1,3.2,3.7,4.2,13.0,30.0,5.0,1.1,3.4,4.4,1.43,2.4,15,3055125000000
20.0,10.6,7.0,26.0,3.2,28.0,0.0,0.5,14.0,26.0,0.175,0.09,2.0,23.0,0.07,0.01,0.1,0.3,0.4,1.7,1.5,3.1,22.0,23.0,2.2,1.6,4.3,1.7,0.27,1.0,15,386699593571
15.2,3.4,11.8,8.0,14.0,34.0,0.0,0.51,14.0,22.0,0.07,0.04,2.0,7.0,0.175,0.01,0.1,0.25,0.8,1.0,3.9,2.1,16.0,13.0,1.4,1.3,0.5,4.8,0.64,1.0,15,391922000000
32.0,8.2,4.6,14.0,10.4,37.6,0.0,0.5,14.0,35.0,0.14,0.06,2.0,23.0,0.14,0.04,0.1,0.21,0.8,1.5,4.0,4.9,2.0,8.0,2.3,0.5,4.3,1.4,0.42,2.8,15,499000000000
35.6,13.0,7.0,4.4,4.4,18.4,0.0,0.51,14.0,35.0,0.175,0.06,2.0,16.0,0.14,0.04,0.1,0.39,0.3,4.7,2.0,1.5,25.0,11.0,4.0,1.6,0.6,5.0,0.28,1.3,15,539421000000
38.0,3.4,4.6,17.6,23.6,29.2,0.0,0.5,14.0,10.0,0.175,0.01,2.0,28.0,0.175,0.07,0.1,0.19,2.2,0.8,4.7,5.0,24.0,3.0,3.7,3.4,3.2,4.6,0.37,2.9,15,1081781000000
44.0,7.0,11.8,5.6,5.6,5.2,0.0,0.5,14.0,17.0,0.175,0.09,2.0,21.0,0.175,0.1,0.1,0.48,0.5,2.2,3.7,1.8,18.0,8.0,3.1,0.6,0.5,3.0,0.34,1.1,15,737071226975
9.2,9.4,4.6,11.6,24.8,46.0,0.0,0.51,14.0,18.0,0.175,0.07,2.0,19.0,0.07,0.03,0.1,0.47,2.3,1.4,5.0,4.1,15.0,0.0,4.7,2.7,0.8,0.1,0.77,2.8,15,403047000000
42.8,2.2,3.4,18.8,23.6,24.4,0.0,0.51,14.0,28.0,0.14,0.05,2.0,34.0,0.14,0.07,0.1,0.26,1.5,2.2,4.6,4.8,21.0,30.0,2.3,4.9,2.4,1.6,0.41,4.4,15,1764468000000
33.2,10.6,5.8,11.6,4.4,18.4,0.0,0.5,14.0,16.0,0.105,0.05,2.0,30.0,0.175,0.01,0.1,0.19,0.5,0.2,1.4,3.7,19.0,22.0,2.3,0.9,4.3,1.6,0.11,1.1,15,585078000000
22.4,7.0,10.6,23.6,8.0,48.4,0.0,0.5,14.0,34.0,0.175,0.1,2.0,21.0,0.035,0.03,0.1,0.49,0.7,3.2,3.4,4.1,12.0,4.0,1.7,2.9,4.7,3.9,0.41,1.4,15,541313000000
20.0,7.0,2.2,12.8,20.0,35.2,0.0,0.5,14.0,21.0,0.175,0.04,2.0,10.0,0.175,0.01,0.1,0.28,1.4,2.7,3.9,3.9,14.0,6.0,2.8,5.0,3.9,3.2,1.07,3.0,15,517328000000
22.4,2.2,10.6,24.8,22.4,35.2,0.0,0.51,14.0,30.0,0.175,0.07,2.0,13.0,0.14,0.04,0.1,0.34,1.1,2.2,4.7,4.0,24.0,26.0,3.2,4.0,3.5,2.4,1.07,2.7,15,2294187000000
40.4,3.4,1.0,10.4,5.6,29.2,0.0,0.51,14.0,30.0,0.035,0.01,2.0,8.0,0.14,0.09,0.1,0.45,0.6,2.4,1.6,4.6,17.0,2.0,3.4,3.4,2.6,4.7,0.32,1.5,15,1783188000000
42.8,7.0,10.6,16.4,14.0,7.6,0.0,0.51,14.0,27.0,0.105,0.05,2.0,35.0,0.07,0.04,0.1,0.45,1.3,2.9,4.6,4.8,2.0,28.0,1.1,2.2,4.7,2.8,0.6,1.4,15,563281000000
21.2,11.8,8.2,10.4,5.6,18.4,0.0,0.51,14.0,18.0,0.175,0.05,2.0,24.0,0.07,0.04,0.1,0.33,0.5,0.9,2.8,3.0,11.0,28.0,4.3,0.6,3.1,1.3,0.1,2.5,15,407578000000
23.6,10.6,3.4,9.2,21.2,6.4,0.0,0.51,14.0,6.0,0.105,0.02,2.0,19.0,0.14,0.03,0.1,0.13,1.1,0.4,4.0,4.7,23.0,21.0,4.4,3.0,2.9,2.2,0.37,3.7,15,783406000000
24.8,8.2,2.2,22.4,17.6,14.8,0.0,0.5,14.0,26.0,0.175,0.02,2.0,30.0,0.07,0.04,0.1,0.37,1.2,2.3,4.9,3.6,15.0,3.0,0.3,0.6,0.4,1.2,0.36,1.9,15,526047000000
48.8,4.6,13.0,17.6,12.8,19.6,0.0,0.51,14.0,20.0,0.07,0.05,2.0,25.0,0.105,0.04,0.1,0.31,1.1,1.7,4.1,3.5,10.0,18.0,3.4,4.0,3.5,3.4,0.42,3.0,15,1174546000000
18.8,8.2,10.6,26.0,21.2,11.2,0.0,0.51,14.0,20.0,0.175,0.01,2.0,31.0,0.14,0.01,0.1,0.32,2.1,2.0,5.0,3.2,14.0,14.0,1.1,4.2,1.6,0.1,0.61,1.6,15,3995719000000
16.4,10.6,7.0,20.0,17.6,18.4,0.0,0.5,14.0,11.0,0.175,0.07,2.0,26.0,0.175,0.07,0.1,0.25,0.9,1.3,3.9,3.3,10.0,5.0,2.3,4.0,0.8,0.3,0.45,2.0,15,439328000000
34.4,10.6,3.4,6.8,16.4,19.6,0.0,0.5,14.0,21.0,0.175,0.05,2.0,10.0,0.175,0.03,0.1,0.33,1.6,0.9,4.1,2.9,17.0,22.0,3.3,3.4,1.8,4.0,0.65,2.5,15,427125000000
17.6,5.8,11.8,17.6,12.8,13.6,0.0,0.5,14.0,31.0,0.035,0.03,2.0,14.0,0.14,0.06,0.1,0.21,1.5,3.8,4.7,2.5,16.0,4.0,3.0,0.1,4.1,3.2,0.97,2.0,15,1476515000000
35.6,3.4,7.0,24.8,20.0,24.4,0.0,0.51,14.0,20.0,0.175,0.08,2.0,35.0,0.14,0.1,0.1,0.29,1.0,2.6,3.5,3.3,11.0,29.0,1.1,1.9,2.6,3.8,0.42,2.9,15,1295070454679
21.2,10.6,2.2,10.4,20.0,49.6,0.0,0.51,14.0,18.0,0.105,0.09,2.0,14.0,0.175,0.1,0.1,0.33,1.9,2.4,5.0,4.5,19.0,21.0,4.1,4.0,3.7,3.8,0.49,1.3,15,875031000000
27.2,8.2,9.4,5.6,8.0,13.6,0.0,0.5,14.0,30.0,0.07,0.03,2.0,10.0,0.07,0.06,0.1,0.23,0.8,1.0,3.4,5.0,28.0,0.0,2.0,2.9,0.5,2.0,0.51,2.5,15,575203000000
33.2,10.6,5.8,16.4,5.6,28.0,0.0,0.51,14.0,30.0,0.14,0.1,2.0,10.0,0.105,0.01,0.1,0.42,0.7,1.0,1.6,2.7,3.0,11.0,4.5,1.8,4.8,4.4,0.34,1.4,15,330281000000
23.6,3.4,11.8,24.8,14.0,6.4,0.0,0.5,14.0,16.0,0.035,0.02,2.0,32.0,0.07,0.07,0.1,0.5,1.3,1.9,4.9,4.0,14.0,29.0,3.5,0.9,3.3,1.6,1.07,2.0,15,1914063000000
33.2,1.0,13.0,3.2,20.0,11.2,0.0,0.51,14.0,12.0,0.07,0.07,2.0,7.0,0.07,0.04,0.1,0.3,1.4,1.5,4.1,3.8,17.0,0.0,2.1,0.7,1.8,1.9,0.42,2.8,15,2139891000000
6.8,9.4,5.8,9.2,17.6,43.6,0.0,0.5,14.0,28.0,0.175,0.1,2.0,28.0,0.105,0.03,0.1,0.14,1.4,2.6,4.1,3.5,20.0,26.0,0.8,2.9,2.5,4.6,0.33,1.7,15,491971740539
26.0,7.0,11.8,14.0,26.0,25.6,0.0,0.5,14.0,35.0,0.07,0.02,2.0,30.0,0.14,0.04,0.1,0.27,3.2,1.5,4.4,4.2,15.0,25.0,4.3,4.0,3.5,0.4,1.16,3.9,15,741422000000
50.0,11.8,2.2,26.0,17.6,48.4,0.0,0.51,14.0,33.0,0.105,0.08,2.0,27.0,0.105,0.02,0.1,0.37,1.7,0.8,4.9,2.7,18.0,4.0,0.7,0.3,3.6,2.1,0.41,2.2,15,642875000000
51.2,7.0,5.8,11.6,3.2,40.0,0.0,0.51,14.0,27.0,0.105,0.06,2.0,15.0,0.14,0.04,0.1,0.31,0.3,1.7,1.7,3.3,20.0,28.0,0.2,4.5,4.5,3.2,0.27,1.3,15,990532000000
33.2,10.6,11.8,16.4,20.0,6.4,0.0,0.51,14.0,18.0,0.105,0.09,2.0,17.0,0.14,0.08,0.1,0.2,1.7,1.5,4.3,3.9,15.0,20.0,1.7,2.2,3.2,3.5,0.69,3.1,15,763921000000
30.8,3.4,10.6,11.6,26.0,35.2,0.0,0.51,14.0,33.0,0.175,0.04,2.0,9.0,0.175,0.1,0.1,0.3,1.4,0.6,4.5,4.2,5.0,6.0,2.3,0.2,1.9,4.0,0.52,4.0,15,894782000000
45.2,1.0,11.8,2.0,10.4,19.6,0.0,0.51,14.0,30.0,0.175,0.1,2.0,30.0,0.175,0.09,0.1,0.2,1.1,1.7,4.8,5.0,29.0,10.0,3.2,0.7,4.8,2.7,0.83,2.8,15,3424255865334
17.6,8.2,4.6,21.2,9.2,38.8,0.0,0.51,14.0,33.0,0.07,0.01,2.0,35.0,0.175,0.05,0.1,0.26,0.9,1.4,3.1,4.8,7.0,17.0,1.5,2.9,5.0,3.6,0.59,2.1,15,897015000000
27.2,5.8,13.0,24.8,12.8,35.2,0.0,0.5,14.0,34.0,0.175,0.05,2.0,33.0,0.105,0.01,0.1,0.13,0.5,4.1,4.6,4.2,3.0,3.0,2.1,3.2,0.3,4.3,0.4,3.1,15,1096250000000
8.0,2.2,2.2,16.4,8.0,30.4,0.0,0.51,14.0,21.0,0.14,0.09,2.0,11.0,0.105,0.09,0.1,0.32,0.7,2.2,3.1,2.6,10.0,17.0,2.1,0.3,3.9,3.7,0.17,1.5,15,723719000000
18.8,5.8,8.2,12.8,10.4,31.6,0.0,0.51,14.0,14.0,0.14,0.03,2.0,34.0,0.035,0.01,0.1,0.47,1.4,1.2,2.5,4.0,11.0,0.0,0.6,4.3,0.3,3.6,0.14,1.7,15,534860000000
46.4,8.2,4.6,26.0,17.6,23.2,0.0,0.5,14.0,23.0,0.105,0.03,2.0,24.0,0.105,0.09,0.1,0.47,0.9,1.5,4.8,4.0,30.0,18.0,1.4,1.4,0.8,1.1,0.38,3.0,15,527125000000
46.4,2.2,3.4,22.4,11.6,42.4,0.0,0.51,14.0,25.0,0.07,0.06,2.0,25.0,0.105,0.08,0.1,0.36,0.9,1.1,4.5,4.7,14.0,15.0,1.4,3.9,3.9,4.0,0.65,4.1,15,1566797000000
4.4,8.2,5.8,11.6,4.4,34.0,0.0,0.5,14.0,32.0,0.175,0.04,2.0,28.0,0.07,0.05,0.1,0.46,0.4,4.0,2.4,4.2,20.0,27.0,3.5,2.3,2.1,1.9,0.24,1.0,15,486718152114
20.0,5.8,13.0,8.0,18.8,16.0,0.0,0.5,14.0,18.0,0.14,0.09,2.0,31.0,0.14,0.05,0.1,0.46,2.4,1.9,3.3,4.7,7.0,28.0,4.5,3.7,0.4,1.9,0.31,2.5,15,964454000000
20.0,1.0,13.0,15.2,12.8,50.8,0.0,0.51,14.0,30.0,0.175,0.07,2.0,11.0,0.14,0.02,0.1,0.49,1.3,0.8,2.9,4.4,18.0,1.0,2.1,2.0,1.2,1.3,0.13,2.5,15,906125000000
27.2,11.8,10.6,10.4,12.8,17.2,0.0,0.5,14.0,32.0,0.175,0.07,2.0,17.0,0.105,0.02,0.1,0.29,0.8,0.8,3.8,3.2,27.0,12.0,1.6,2.5,3.8,0.7,0.72,1.5,15,375208207992
6.8,2.2,2.2,18.8,14.0,36.4,0.0,0.51,14.0,23.0,0.14,0.08,2.0,17.0,0.105,0.06,0.1,0.43,0.8,2.8,3.8,3.8,16.0,17.0,1.5,1.7,2.3,2.4,0.28,3.2,15,610578000000
32.0,2.2,10.6,16.4,9.2,38.8,0.0,0.5,14.0,21.0,0.14,0.04,2.0,24.0,0.105,0.01,0.1,0.12,0.5,1.2,3.4,2.9,28.0,29.0,4.4,1.4,1.6,1.4,0.44,1.2,15,850968000000
15.2,13.0,10.6,20.0,17.6,18.4,0.0,0.51,14.0,31.0,0.175,0.09,2.0,34.0,0.035,0.02,0.1,0.17,1.4,3.1,4.3,3.1,25.0,7.0,3.5,4.2,4.0,2.2,1.02,1.8,15,1109094000000
18.8,13.0,7.0,16.4,15.2,50.8,0.0,0.51,14.0,14.0,0.175,0.05,2.0,16.0,0.07,0.02,0.1,0.46,1.5,0.8,3.1,4.1,3.0,20.0,2.7,3.8,1.5,2.8,0.77,3.0,15,436094000000
40.4,2.2,13.0,8.0,9.2,12.4,0.0,0.5,14.0,15.0,0.14,0.05,2.0,32.0,0.175,0.08,0.1,0.49,0.8,0.3,3.8,3.5,18.0,28.0,3.4,4.9,1.8,3.3,0.13,1.1,15,836500000000
9.2,10.6,5.8,14.0,8.0,13.6,0.0,0.5,14.0,35.0,0.035,0.02,2.0,8.0,0.14,0.04,0.1,0.2,0.8,1.6,1.7,3.2,7.0,21.0,0.5,2.2,3.7,2.9,0.37,1.6,15,902265000000
44.0,11.8,5.8,23.6,8.0,8.8,0.0,0.5,14.0,33.0,0.14,0.05,2.0,27.0,0.175,0.04,0.1,0.4,0.8,3.8,2.7,4.0,22.0,24.0,3.1,1.7,4.7,4.9,0.48,2.5,15,471610000000
18.8,4.6,3.4,2.0,8.0,5.2,0.0,0.5,14.0,35.0,0.105,0.02,2.0,25.0,0.105,0.03,0.1,0.34,0.4,1.6,3.2,3.0,12.0,21.0,2.4,0.5,0.4,2.8,0.34,1.8,15,642120588858
14.0,7.0,7.0,22.4,10.4,29.2,0.0,0.51,14.0,24.0,0.14,0.1,2.0,32.0,0.035,0.03,0.1,0.3,0.9,2.9,3.4,3.8,26.0,1.0,4.4,2.3,5.0,2.7,0.43,2.8,15,445493865796
35.6,10.6,7.0,22.4,22.4,29.2,0.0,0.5,14.0,29.0,0.07,0.07,2.0,35.0,0.105,0.04,0.1,0.2,1.5,1.8,3.5,3.9,17.0,11.0,0.4,1.7,4.0,4.7,1.07,3.4,15,812390000000
44.0,13.0,5.8,15.2,6.8,43.6,0.0,0.5,14.0,29.0,0.175,0.1,2.0,16.0,0.105,0.01,0.1,0.16,0.8,2.2,4.8,3.4,22.0,8.0,3.1,2.9,3.2,4.3,0.5,1.3,15,701782000000
17.6,7.0,8.2,26.0,12.8,35.2,0.0,0.51,14.0,24.0,0.105,0.08,2.0,7.0,0.14,0.04,0.1,0.5,1.2,2.5,3.7,4.7,27.0,28.0,5.0,3.7,3.3,0.9,0.86,2.0,15,426438000000
45.2,5.8,5.8,9.2,8.0,30.4,0.0,0.51,14.0,32.0,0.105,0.06,2.0,30.0,0.14,0.1,0.1,0.49,0.9,2.2,3.8,1.9,17.0,22.0,2.8,2.3,3.9,1.7,0.2,1.6,15,678264732873
14.0,8.2,11.8,15.2,16.4,44.8,0.0,0.51,14.0,22.0,0.14,0.1,2.0,8.0,0.14,0.09,0.1,0.36,1.7,2.0,3.2,4.2,11.0,20.0,1.7,3.3,3.5,2.3,0.3,1.8,15,470016000000
38.0,4.6,13.0,4.4,17.6,34.0,0.0,0.51,14.0,31.0,0.105,0.05,2.0,14.0,0.14,0.01,0.1,0.3,1.2,1.2,3.8,4.8,8.0,11.0,3.3,3.0,1.7,2.2,0.49,3.1,15,759469000000
17.6,10.6,4.6,14.0,6.8,23.2,0.0,0.51,14.0,21.0,0.14,0.03,2.0,6.0,0.07,0.07,0.1,0.09,0.7,2.2,3.7,3.1,22.0,15.0,2.8,3.8,3.0,1.1,0.15,2.0,15,646429710305
26.0,5.8,7.0,12.8,15.2,8.8,0.0,0.51,14.0,23.0,0.07,0.05,2.0,18.0,0.105,0.02,0.1,0.45,1.4,2.2,4.9,4.1,19.0,19.0,1.0,0.7,4.8,1.5,0.74,2.3,15,503346823221
44.0,9.4,8.2,18.8,21.2,34.0,0.0,0.5,14.0,26.0,0.105,0.09,2.0,27.0,0.14,0.05,0.1,0.38,1.7,3.2,5.0,4.5,23.0,8.0,2.1,1.9,3.2,4.2,1.63,1.5,15,777875000000
52.4,2.2,13.0,6.8,15.2,52.0,0.0,0.51,14.0,14.0,0.14,0.03,2.0,28.0,0.105,0.04,0.1,0.12,1.6,0.8,4.9,4.3,1.0,1.0,2.5,0.9,2.7,1.7,0.78,1.0,15,1104640000000
50.0,5.8,5.8,9.2,20.0,50.8,0.0,0.51,14.0,11.0,0.14,0.1,2.0,27.0,0.07,0.07,0.1,0.31,1.3,1.0,4.4,3.6,13.0,9.0,4.3,0.2,3.1,3.2,0.22,2.9,15,639609000000
14.0,4.6,8.2,5.6,23.6,22.0,0.0,0.51,14.0,18.0,0.175,0.1,2.0,13.0,0.07,0.07,0.1,0.16,2.8,1.7,4.6,3.1,29.0,30.0,2.6,0.7,3.9,1.8,1.41,2.9,15,2311765000000
22.4,8.2,3.4,18.8,5.6,26.8,0.0,0.51,14.0,29.0,0.175,0.04,2.0,33.0,0.105,0.01,0.1,0.13,0.6,2.0,2.9,4.4,7.0,30.0,2.6,0.8,3.3,2.9,0.34,1.6,15,488844000000
6.8,2.2,2.2,21.2,6.8,48.4,0.0,0.51,14.0,34.0,0.105,0.09,2.0,27.0,0.035,0.01,0.1,0.48,0.8,2.4,2.8,3.9,6.0,8.0,1.4,3.0,3.9,1.7,0.17,2.2,15,2791422000000
20.0,13.0,7.0,23.6,26.0,46.0,0.0,0.5,14.0,27.0,0.07,0.02,2.0,21.0,0.105,0.01,0.1,0.31,3.1,3.0,4.1,4.0,11.0,26.0,3.6,4.9,1.1,2.1,2.45,3.8,15,1279461623196
20.0,2.2,10.6,9.2,23.6,5.2,0.0,0.5,14.0,27.0,0.175,0.04,2.0,30.0,0.175,0.04,0.1,0.37,2.5,3.3,4.2,3.8,20.0,7.0,0.1,1.0,4.3,3.7,1.13,3.6,15,2015531000000
