w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,fail_level,elapsed
41.6,3.4,7.0,11.6,11.6,47.2,0.0,0.5,14.0,33.0,0.035,0.04,2.0,17.0,0.07,0.04,0.1,0.32,0.6,2.9,4.0,3.9,25.0,15.0,1.9,0.6,0.2,4.1,0.37,1.3,8,34678441559
48.8,2.2,4.6,23.6,21.2,48.4,0.0,0.5,14.0,30.0,0.105,0.04,2.0,34.0,0.07,0.1,0.1,0.14,1.2,1.8,4.5,4.0,10.0,5.0,4.3,0.8,1.7,4.2,1.16,2.9,8,19097157396
16.4,2.2,13.0,26.0,15.2,44.8,0.0,0.51,14.0,24.0,0.035,0.03,2.0,11.0,0.035,0.04,0.1,0.26,1.8,0.9,3.5,4.9,16.0,23.0,3.1,3.0,1.0,4.6,0.71,2.1,8,50500360508
44.0,11.8,11.8,22.4,18.8,41.2,0.0,0.5,14.0,27.0,0.14,0.08,2.0,13.0,0.175,0.1,0.1,0.16,0.8,1.4,5.0,3.6,21.0,12.0,1.6,2.0,1.9,0.7,0.45,2.0,8,52319945303
16.4,3.4,11.8,23.6,22.4,47.2,0.0,0.51,14.0,33.0,0.035,0.08,2.0,31.0,0.175,0.07,0.1,0.09,2.3,2.6,4.3,4.7,20.0,27.0,4.1,0.3,1.7,2.7,0.49,3.6,8,20496760686
18.8,4.6,8.2,17.6,26.0,52.0,0.0,0.5,14.0,35.0,0.07,0.06,2.0,20.0,0.07,0.1,0.1,0.06,3.1,4.3,4.7,4.4,20.0,3.0,0.3,3.6,3.8,1.4,0.1,4.1,8,27096014056
15.2,4.6,11.8,4.4,15.2,38.8,0.0,0.51,14.0,32.0,0.14,0.04,2.0,8.0,0.175,0.09,0.1,0.01,1.9,3.3,4.5,1.4,14.0,10.0,4.7,4.1,0.2,3.2,1.29,1.0,8,48557247564
48.8,3.4,5.8,6.8,20.0,18.4,0.0,0.51,14.0,32.0,0.035,0.01,2.0,9.0,0.14,0.02,0.1,0.14,1.9,2.0,4.5,3.5,2.0,2.0,4.6,3.8,4.1,2.2,1.19,3.2,8,48723763838
50.0,8.2,2.2,18.8,26.0,40.0,0.0,0.51,14.0,28.0,0.07,0.05,2.0,15.0,0.14,0.05,0.1,0.1,2.6,2.5,4.4,4.8,27.0,12.0,1.6,5.0,0.7,1.9,1.61,3.8,8,52494345946
34.4,4.6,3.4,16.4,3.2,49.6,0.0,0.51,14.0,27.0,0.035,0.06,2.0,18.0,0.035,0.03,0.1,0.13,0.4,2.3,2.1,3.9,4.0,0.0,4.2,2.0,3.7,3.8,0.2,1.0,8,43386267646
29.6,8.2,2.2,22.4,4.4,10.0,0.0,0.5,14.0,30.0,0.035,0.01,2.0,16.0,0.105,0.06,0.1,0.02,0.5,2.1,1.3,3.1,20.0,0.0,3.4,2.7,3.1,0.9,0.48,1.0,8,35862136259
30.8,5.8,5.8,15.2,15.2,38.8,0.0,0.5,14.0,17.0,0.105,0.06,2.0,20.0,0.175,0.1,0.1,0.06,1.7,1.2,4.1,4.5,11.0,25.0,4.2,0.2,0.1,4.1,1.0,1.4,8,691053764494
41.6,7.0,1.0,21.2,4.4,28.0,0.0,0.51,14.0,24.0,0.035,0.04,2.0,17.0,0.105,0.07,0.1,0.05,0.3,1.3,2.1,3.0,3.0,5.0,4.0,1.1,3.5,2.1,0.26,1.7,8,57721948806
34.4,5.8,11.8,12.8,17.6,46.0,0.0,0.5,14.0,15.0,0.035,0.07,2.0,34.0,0.035,0.1,0.1,0.31,1.8,1.1,4.3,3.2,23.0,1.0,0.4,0.5,0.1,3.4,0.76,2.1,8,52113685590
36.8,1.0,10.6,3.2,18.8,31.6,0.0,0.5,14.0,15.0,0.07,0.08,2.0,32.0,0.035,0.03,0.1,0.3,1.5,1.6,5.0,4.3,8.0,11.0,0.7,0.6,3.9,1.1,1.11,3.5,8,25582936739
18.8,8.2,11.8,10.4,16.4,38.8,0.0,0.5,14.0,30.0,0.035,0.06,2.0,14.0,0.07,0.08,0.1,0.23,0.9,1.8,4.3,3.3,11.0,15.0,2.5,0.7,0.1,3.0,0.62,1.6,8,25584377203
21.2,3.4,2.2,26.0,24.8,14.8,0.0,0.5,14.0,24.0,0.07,0.04,2.0,27.0,0.07,0.01,0.1,0.06,2.0,3.0,4.8,4.4,26.0,2.0,3.6,1.8,4.6,0.9,0.78,3.4,8,36608372481
26.0,8.2,5.8,24.8,9.2,30.4,0.0,0.51,14.0,31.0,0.175,0.01,2.0,14.0,0.035,0.04,0.1,0.47,0.6,3.0,4.5,4.7,21.0,19.0,2.3,4.0,0.9,2.7,0.16,2.4,8,55361499028
41.6,5.8,5.8,22.4,22.4,30.4,0.0,0.51,14.0,14.0,0.07,0.08,2.0,15.0,0.105,0.07,0.1,0.04,2.2,0.8,4.2,4.3,7.0,10.0,2.0,2.3,2.0,2.0,0.18,3.8,8,77028191035
29.6,7.0,3.4,9.2,14.0,20.8,0.0,0.51,14.0,15.0,0.175,0.04,2.0,19.0,0.035,0.09,0.1,0.33,0.9,0.3,4.3,4.2,10.0,22.0,4.3,3.8,2.2,1.1,0.26,3.3,8,34950452333
6.8,4.6,2.2,21.2,4.4,10.0,0.0,0.51,14.0,32.0,0.07,0.1,2.0,9.0,0.14,0.06,0.1,0.04,0.5,1.2,3.0,4.9,26.0,14.0,3.9,2.6,2.0,3.8,0.25,1.1,8,19968666026
11.6,5.8,3.4,10.4,14.0,43.6,0.0,0.5,14.0,33.0,0.07,0.1,2.0,22.0,0.035,0.07,0.1,0.25,1.6,1.5,3.8,4.8,13.0,3.0,4.9,0.1,4.2,3.5,0.76,1.3,8,19882874036
5.6,13.0,5.8,4.4,10.4,37.6,0.0,0.51,14.0,31.0,0.07,0.01,2.0,31.0,0.175,0.04,0.1,0.1,1.1,3.3,4.6,4.1,13.0,26.0,0.4,1.5,0.4,3.8,0.33,1.1,8,56711701695
42.8,9.4,5.8,15.2,20.0,20.8,0.0,0.51,14.0,17.0,0.07,0.03,2.0,24.0,0.175,0.03,0.1,0.04,2.0,1.1,4.2,2.7,4.0,27.0,4.3,3.3,0.4,1.5,1.01,2.0,8,72539950255
50.0,13.0,4.6,4.4,8.0,44.8,0.0,0.51,14.0,15.0,0.175,0.07,2.0,10.0,0.14,0.05,0.1,0.04,0.9,1.2,2.4,4.1,11.0,20.0,4.2,4.5,2.4,3.3,0.21,1.2,8,47627426711
14.0,8.2,4.6,21.2,8.0,53.2,0.0,0.5,14.0,19.0,0.175,0.09,2.0,6.0,0.035,0.06,0.1,0.03,1.0,1.8,4.1,2.0,8.0,8.0,3.4,0.4,3.1,0.5,0.13,1.4,8,25063184381
50.0,13.0,5.8,15.2,14.0,4.0,0.0,0.5,14.0,34.0,0.14,0.07,2.0,33.0,0.14,0.06,0.1,0.14,1.7,2.3,3.9,2.7,27.0,30.0,0.4,0.7,3.8,4.0,1.27,2.4,8,25497392766
34.4,2.2,7.0,4.4,9.2,18.4,0.0,0.5,14.0,15.0,0.035,0.07,2.0,25.0,0.105,0.01,0.1,0.0,0.5,0.6,4.9,3.1,29.0,2.0,0.3,2.8,4.5,2.3,0.1,1.5,8,37489781220
34.4,13.0,13.0,18.8,24.8,4.0,0.0,0.5,14.0,24.0,0.07,0.1,2.0,21.0,0.175,0.09,0.1,0.39,2.9,2.3,3.9,3.8,18.0,8.0,0.4,5.0,4.1,3.3,1.7,3.7,8,84932667001
11.6,11.8,9.4,4.4,11.6,53.2,0.0,0.5,14.0,31.0,0.14,0.06,2.0,30.0,0.14,0.04,0.1,0.13,1.2,3.0,3.3,3.0,23.0,1.0,0.6,0.5,4.5,1.2,0.2,1.4,8,50795988751
18.8,9.4,9.4,21.2,5.6,12.4,0.0,0.5,14.0,22.0,0.035,0.06,2.0,21.0,0.14,0.01,0.1,0.31,0.5,1.0,2.6,4.6,5.0,22.0,3.4,4.9,2.3,1.6,0.24,2.5,8,49263866463
27.2,7.0,10.6,6.8,15.2,19.6,0.0,0.51,14.0,12.0,0.07,0.07,2.0,30.0,0.175,0.03,0.1,0.13,1.2,0.4,4.4,4.6,11.0,15.0,0.8,4.3,3.5,4.6,0.22,1.9,8,196070800032
8.0,3.4,3.4,20.0,4.4,28.0,0.0,0.51,14.0,5.0,0.14,0.08,2.0,18.0,0.14,0.04,0.1,0.14,0.3,0.4,1.3,1.9,19.0,12.0,0.2,3.3,4.8,1.2,0.29,1.1,8,45261326447
10.4,5.8,4.6,14.0,11.6,41.2,0.0,0.51,14.0,34.0,0.07,0.04,2.0,16.0,0.035,0.08,0.1,0.46,1.1,3.2,3.8,1.8,1.0,13.0,0.1,1.7,0.3,4.9,0.7,1.1,8,52875512736
28.4,9.4,7.0,15.2,22.4,41.2,0.0,0.51,14.0,24.0,0.105,0.02,2.0,10.0,0.14,0.09,0.1,0.0,3.0,2.8,3.9,3.4,15.0,1.0,2.7,0.9,3.6,2.7,0.64,3.0,8,19553870150
27.2,9.4,11.8,5.6,16.4,38.8,0.0,0.5,14.0,21.0,0.07,0.05,2.0,10.0,0.035,0.04,0.1,0.33,1.3,2.8,3.3,3.8,19.0,10.0,3.4,0.2,3.6,5.0,0.69,2.7,8,20493050424
39.2,8.2,11.8,18.8,12.8,47.2,0.0,0.51,14.0,12.0,0.035,0.09,2.0,10.0,0.14,0.05,0.1,0.45,1.6,1.3,4.6,2.4,9.0,8.0,5.0,4.6,4.7,4.7,0.16,1.1,8,50017685357
50.0,3.4,2.2,11.6,22.4,11.2,0.0,0.5,14.0,11.0,0.07,0.05,2.0,13.0,0.105,0.01,0.1,0.01,1.4,1.2,4.8,4.6,4.0,13.0,1.4,1.1,3.4,1.8,0.56,4.2,8,25781652274
9.2,5.8,1.0,6.8,12.8,26.8,0.0,0.51,14.0,25.0,0.035,0.09,2.0,34.0,0.07,0.03,0.1,0.21,1.6,2.6,3.8,4.5,2.0,29.0,2.8,0.3,4.9,0.1,1.15,2.6,8,47378024916
39.2,3.4,3.4,8.0,24.8,32.8,0.0,0.5,14.0,21.0,0.07,0.08,2.0,17.0,0.175,0.04,0.1,0.01,2.1,2.5,4.2,4.0,3.0,10.0,2.5,3.0,0.9,3.5,1.89,3.7,8,37012073019
27.2,3.4,2.2,16.4,15.2,8.8,0.0,0.5,14.0,26.0,0.07,0.03,2.0,16.0,0.175,0.06,0.1,0.04,1.9,2.2,2.8,4.4,2.0,15.0,2.0,2.5,3.2,2.2,0.52,1.9,8,175070559893
15.2,11.8,9.4,24.8,11.6,40.0,0.0,0.51,14.0,30.0,0.035,0.1,2.0,24.0,0.07,0.04,0.1,0.35,0.8,1.6,3.1,4.2,7.0,18.0,1.0,0.2,1.3,3.3,0.66,2.9,8,52417449134
34.4,8.2,9.4,21.2,9.2,29.2,0.0,0.51,14.0,25.0,0.105,0.03,2.0,16.0,0.07,0.04,0.1,0.02,1.1,0.5,3.4,1.6,30.0,21.0,0.1,0.6,2.9,1.4,0.32,1.4,8,53858414495
16.4,8.2,8.2,22.4,9.2,50.8,0.0,0.51,14.0,28.0,0.035,0.1,2.0,25.0,0.175,0.04,0.1,0.28,0.5,2.1,4.8,4.6,26.0,26.0,3.5,3.9,0.2,3.3,0.4,4.1,8,115570782884
11.6,5.8,2.2,6.8,20.0,20.8,0.0,0.5,14.0,20.0,0.175,0.03,2.0,10.0,0.035,0.04,0.1,0.13,1.3,0.7,4.6,5.0,17.0,6.0,1.1,2.4,3.9,1.5,0.34,2.7,8,34667251273
22.4,4.6,7.0,5.6,11.6,28.0,0.0,0.5,14.0,22.0,0.035,0.07,2.0,20.0,0.07,0.08,0.1,0.48,1.4,0.4,4.7,3.3,17.0,6.0,2.2,4.3,0.4,5.0,0.13,3.0,8,24409852122
6.8,4.6,4.6,18.8,17.6,53.2,0.0,0.5,14.0,16.0,0.175,0.06,2.0,26.0,0.105,0.03,0.1,0.03,2.3,0.7,4.9,3.5,12.0,21.0,4.4,2.7,1.0,3.5,0.61,2.8,8,26358523006
21.2,9.4,7.0,21.2,14.0,5.2,0.0,0.51,14.0,31.0,0.035,0.09,2.0,15.0,0.105,0.09,0.1,0.27,1.2,3.4,4.9,3.5,11.0,11.0,3.2,2.4,4.2,3.1,0.66,3.3,8,27489347451
30.8,10.6,3.4,12.8,6.8,20.8,0.0,0.51,14.0,33.0,0.035,0.1,2.0,9.0,0.175,0.03,0.1,0.09,0.8,1.5,1.3,1.7,8.0,5.0,3.4,3.8,2.5,0.6,0.78,1.0,8,88525996694
18.8,3.4,1.0,4.4,14.0,20.8,0.0,0.5,14.0,28.0,0.035,0.06,2.0,16.0,0.105,0.1,0.1,0.09,1.6,1.5,4.2,4.7,1.0,13.0,2.5,1.7,1.0,3.7,0.42,3.3,8,50211314530
22.4,11.8,5.8,6.8,4.4,42.4,0.0,0.51,14.0,14.0,0.035,0.05,2.0,5.0,0.035,0.1,0.1,0.3,0.3,1.3,2.8,2.9,12.0,23.0,4.4,3.9,1.5,0.7,0.13,1.4,8,62402406439
23.6,9.4,3.4,14.0,18.8,14.8,0.0,0.51,14.0,29.0,0.07,0.01,2.0,15.0,0.175,0.02,0.1,0.03,1.3,1.4,4.4,3.9,2.0,21.0,1.9,2.6,4.6,4.3,0.74,3.4,8,54435704223
35.6,9.4,10.6,16.4,5.6,47.2,0.0,0.5,14.0,35.0,0.035,0.02,2.0,35.0,0.105,0.09,0.1,0.0,0.3,1.2,2.1,3.1,15.0,27.0,4.2,3.5,0.8,1.8,0.11,1.2,8,54374338991
15.2,10.6,4.6,21.2,6.8,13.6,0.0,0.51,14.0,21.0,0.105,0.07,2.0,33.0,0.035,0.05,0.1,0.22,0.8,2.3,2.8,3.7,19.0,4.0,0.7,2.7,4.2,0.1,0.73,2.2,8,25685248003
15.2,4.6,3.4,26.0,17.6,26.8,0.0,0.51,14.0,31.0,0.105,0.07,2.0,20.0,0.07,0.01,0.1,0.03,1.0,3.9,4.7,4.1,16.0,20.0,2.2,0.8,3.6,1.6,0.4,1.7,8,64311193129
27.2,8.2,13.0,26.0,4.4,4.0,0.0,0.5,14.0,29.0,0.14,0.06,2.0,16.0,0.035,0.08,0.1,0.22,0.5,0.5,1.5,3.3,12.0,9.0,3.1,1.8,2.7,0.8,0.11,1.4,8,47526747607
27.2,7.0,3.4,18.8,18.8,6.4,0.0,0.5,14.0,32.0,0.07,0.07,2.0,5.0,0.14,0.01,0.1,0.02,1.8,3.2,4.5,2.7,28.0,3.0,3.7,4.6,3.1,1.0,0.98,2.1,8,83762890196
21.2,13.0,13.0,14.0,17.6,32.8,0.0,0.51,14.0,15.0,0.035,0.08,2.0,7.0,0.105,0.06,0.1,0.38,1.4,1.9,4.2,2.5,2.0,5.0,3.7,2.7,4.2,4.5,0.42,2.2,8,52344110470
35.6,2.2,1.0,8.0,11.6,19.6,0.0,0.5,14.0,6.0,0.035,0.05,2.0,28.0,0.14,0.04,0.1,0.42,1.1,0.5,5.0,3.0,18.0,16.0,0.5,3.8,3.9,3.9,0.39,2.7,8,25489456152
15.2,4.6,8.2,26.0,18.8,38.8,0.0,0.5,14.0,26.0,0.105,0.01,2.0,23.0,0.105,0.09,0.1,0.1,1.9,2.2,3.8,3.7,16.0,21.0,1.8,1.0,1.2,2.6,1.64,2.2,8,26287443165
22.4,9.4,2.2,10.4,6.8,6.4,0.0,0.5,14.0,24.0,0.175,0.1,2.0,9.0,0.07,0.09,0.1,0.29,0.7,1.1,2.7,4.5,3.0,14.0,2.7,1.3,2.0,2.5,0.4,1.4,8,25555808429
32.0,13.0,9.4,24.8,3.2,30.4,0.0,0.5,14.0,30.0,0.07,0.06,2.0,23.0,0.14,0.05,0.1,0.03,0.3,2.5,1.7,1.7,2.0,8.0,2.9,1.7,4.6,0.1,0.15,1.3,8,53132429975
51.2,10.6,11.8,15.2,22.4,43.6,0.0,0.5,14.0,15.0,0.035,0.08,2.0,21.0,0.035,0.01,0.1,0.36,2.5,1.7,4.8,3.1,29.0,24.0,3.8,2.5,0.4,0.1,0.28,2.2,8,54457545861
9.2,4.6,11.8,9.2,3.2,17.2,0.0,0.5,14.0,28.0,0.14,0.02,2.0,34.0,0.14,0.02,0.1,0.02,0.2,0.6,1.1,1.3,3.0,5.0,3.7,2.7,4.5,2.4,0.13,1.0,8,54951998282
46.4,7.0,8.2,24.8,5.6,10.0,0.0,0.5,14.0,21.0,0.14,0.01,2.0,33.0,0.035,0.05,0.1,0.33,0.3,0.6,2.6,3.7,30.0,20.0,4.3,3.3,1.8,1.4,0.27,1.3,8,28223797396
21.2,9.4,10.6,6.8,4.4,46.0,0.0,0.51,14.0,18.0,0.175,0.05,2.0,26.0,0.105,0.09,0.1,0.07,0.3,1.0,2.4,3.4,16.0,15.0,0.6,4.1,0.7,1.5,0.2,1.1,8,130070031516
28.4,11.8,7.0,21.2,22.4,30.4,0.0,0.51,14.0,31.0,0.035,0.05,2.0,11.0,0.14,0.06,0.1,0.37,2.3,3.0,4.7,3.4,27.0,30.0,4.6,1.0,3.2,2.4,1.24,3.3,8,35714882165
44.0,2.2,8.2,20.0,16.4,19.6,0.0,0.5,14.0,16.0,0.14,0.06,2.0,25.0,0.175,0.07,0.1,0.11,1.5,0.8,4.5,4.7,5.0,27.0,1.6,1.5,4.5,4.5,0.5,2.4,8,28224584078
48.8,7.0,10.6,14.0,15.2,11.2,0.0,0.51,14.0,34.0,0.175,0.04,2.0,9.0,0.07,0.09,0.1,0.16,0.8,4.0,4.5,4.1,30.0,0.0,4.0,3.4,3.6,0.9,0.45,1.0,8,24520274235
11.6,3.4,11.8,3.2,15.2,10.0,0.0,0.5,14.0,33.0,0.035,0.1,2.0,8.0,0.175,0.09,0.1,0.13,1.7,2.9,5.0,4.8,2.0,3.0,3.1,2.1,0.6,0.2,0.39,2.0,8,54477780152
48.8,7.0,10.6,21.2,20.0,37.6,0.0,0.51,14.0,29.0,0.175,0.1,2.0,10.0,0.07,0.09,0.1,0.37,1.3,1.5,3.8,2.9,27.0,13.0,3.0,1.4,3.2,3.2,1.2,2.7,8,20247773782
14.0,4.6,3.4,17.6,11.6,35.2,0.0,0.5,14.0,32.0,0.035,0.1,2.0,21.0,0.14,0.04,0.1,0.1,0.8,1.7,4.7,3.2,0.0,6.0,2.0,2.2,4.0,3.2,0.77,2.5,8,50637930807
23.6,8.2,8.2,22.4,5.6,46.0,0.0,0.5,14.0,18.0,0.035,0.09,2.0,10.0,0.14,0.02,0.1,0.02,0.6,0.9,3.0,2.8,25.0,27.0,1.4,2.2,4.8,1.7,0.29,1.5,8,91529186487
11.6,2.2,8.2,4.4,6.8,50.8,0.0,0.51,14.0,25.0,0.175,0.08,2.0,30.0,0.035,0.04,0.1,0.48,0.7,1.4,3.3,4.7,18.0,13.0,1.8,1.6,4.9,2.7,0.23,2.8,8,36870414581
26.0,8.2,2.2,17.6,10.4,18.4,0.0,0.51,14.0,16.0,0.07,0.08,2.0,27.0,0.105,0.07,0.1,0.31,0.6,0.5,4.1,4.4,18.0,17.0,4.8,2.4,4.6,4.7,0.34,2.8,8,48529671341
51.2,10.6,9.4,15.2,4.4,52.0,0.0,0.51,14.0,32.0,0.175,0.06,2.0,26.0,0.035,0.1,0.1,0.03,0.2,3.5,1.6,5.0,19.0,6.0,4.0,3.6,4.2,0.5,0.18,1.3,8,54691070866
38.0,7.0,5.8,6.8,4.4,25.6,0.0,0.5,14.0,24.0,0.105,0.09,2.0,16.0,0.035,0.09,0.1,0.4,0.4,1.6,2.7,3.8,24.0,18.0,2.3,1.9,1.9,1.6,0.3,1.1,8,25986885665
50.0,11.8,3.4,26.0,12.8,26.8,0.0,0.5,14.0,22.0,0.07,0.03,2.0,32.0,0.105,0.09,0.1,0.12,1.1,2.0,4.0,3.7,9.0,16.0,2.5,4.0,0.2,0.4,0.77,2.6,8,26973132892
32.0,3.4,3.4,12.8,16.4,19.6,0.0,0.5,14.0,22.0,0.035,0.05,2.0,12.0,0.175,0.03,0.1,0.47,1.4,2.3,4.1,2.9,22.0,21.0,0.2,0.1,4.6,1.7,0.6,2.7,8,73399868653
24.8,10.6,10.6,16.4,12.8,42.4,0.0,0.51,14.0,30.0,0.14,0.04,2.0,17.0,0.14,0.05,0.1,0.1,1.1,2.2,4.1,4.7,26.0,0.0,1.5,1.3,4.8,3.2,0.63,1.1,8,24518526931
52.4,2.2,10.6,16.4,6.8,38.8,0.0,0.5,14.0,35.0,0.035,0.05,2.0,29.0,0.035,0.01,0.1,0.47,0.8,3.1,3.7,3.4,1.0,9.0,3.9,1.5,1.4,0.8,0.27,1.9,8,49673004336
5.6,9.4,9.4,10.4,9.2,53.2,0.0,0.51,14.0,24.0,0.105,0.03,2.0,27.0,0.035,0.1,0.1,0.45,1.1,1.7,3.8,4.7,9.0,4.0,3.1,4.1,2.7,1.5,0.2,2.2,8,37214725088
44.0,11.8,10.6,16.4,3.2,7.6,0.0,0.51,14.0,25.0,0.175,0.07,2.0,26.0,0.035,0.04,0.1,0.17,0.3,2.7,1.5,4.4,25.0,11.0,1.7,2.0,2.5,4.0,0.24,1.2,8,53454231998
22.4,5.8,2.2,5.6,22.4,34.0,0.0,0.5,14.0,33.0,0.035,0.01,2.0,26.0,0.07,0.08,0.1,0.25,2.0,4.1,4.0,4.0,21.0,11.0,2.9,2.5,0.1,3.0,0.11,3.6,8,26651009612
11.6,11.8,4.6,17.6,3.2,25.6,0.0,0.51,14.0,16.0,0.07,0.05,2.0,13.0,0.175,0.07,0.1,0.16,0.4,1.1,1.4,3.5,28.0,17.0,0.6,2.6,1.9,1.7,0.23,1.0,8,27325902270
48.8,2.2,2.2,20.0,24.8,50.8,0.0,0.51,14.0,32.0,0.105,0.09,2.0,12.0,0.175,0.04,0.1,0.11,1.7,3.2,4.9,4.6,24.0,25.0,2.9,0.3,1.2,3.6,1.03,2.6,8,28559904682
22.4,3.4,7.0,2.0,5.6,35.2,0.0,0.51,14.0,32.0,0.175,0.04,2.0,34.0,0.035,0.06,0.1,0.1,0.5,3.2,2.5,4.1,20.0,6.0,0.6,1.5,1.3,2.8,0.29,1.3,8,55733635010
32.0,3.4,10.6,22.4,26.0,22.0,0.0,0.51,14.0,29.0,0.175,0.03,2.0,11.0,0.175,0.02,0.1,0.0,2.0,1.6,5.0,4.8,14.0,12.0,4.4,4.4,4.5,4.8,0.98,3.2,8,26266973131
36.8,4.6,9.4,18.8,5.6,37.6,0.0,0.5,14.0,18.0,0.14,0.1,2.0,16.0,0.14,0.01,0.1,0.12,0.6,1.8,1.6,1.6,22.0,0.0,2.4,0.2,0.8,3.9,0.53,1.2,8,26515948217
23.6,11.8,4.6,6.8,11.6,41.2,0.0,0.5,14.0,32.0,0.105,0.07,2.0,30.0,0.105,0.04,0.1,0.06,0.5,2.3,4.3,3.8,17.0,25.0,0.1,3.4,0.1,4.7,0.32,1.1,8,36685358656
14.0,5.8,8.2,18.8,11.6,40.0,0.0,0.5,14.0,24.0,0.175,0.05,2.0,19.0,0.175,0.03,0.1,0.08,1.0,3.1,4.5,4.2,15.0,4.0,3.5,3.7,0.7,3.2,0.66,1.5,8,28785848414
18.8,13.0,10.6,6.8,12.8,53.2,0.0,0.5,14.0,30.0,0.07,0.09,2.0,35.0,0.035,0.09,0.1,0.23,1.4,1.9,4.1,4.6,23.0,25.0,4.0,3.8,0.7,3.9,1.36,2.9,8,48467268615
24.8,3.4,10.6,18.8,14.0,17.2,0.0,0.51,14.0,27.0,0.035,0.05,2.0,31.0,0.035,0.02,0.1,0.27,0.6,2.2,4.8,2.9,7.0,17.0,3.5,3.4,4.1,3.0,0.35,2.7,8,50933020166
36.8,7.0,10.6,14.0,17.6,35.2,0.0,0.51,14.0,28.0,0.14,0.1,2.0,9.0,0.175,0.04,0.1,0.08,1.6,1.2,3.8,4.2,3.0,29.0,4.3,0.4,3.1,1.1,0.63,2.7,8,73017780514
18.8,11.8,2.2,8.0,4.4,31.6,0.0,0.5,14.0,34.0,0.175,0.09,2.0,24.0,0.14,0.03,0.1,0.08,0.5,4.2,2.4,4.9,10.0,6.0,1.3,4.3,1.0,0.8,0.43,1.8,8,171246647380
14.0,3.4,5.8,12.8,21.2,35.2,0.0,0.5,14.0,29.0,0.07,0.08,2.0,25.0,0.175,0.01,0.1,0.24,2.2,3.2,3.9,4.4,17.0,5.0,3.6,2.7,2.4,3.5,1.84,3.6,8,19762374914
17.6,13.0,3.4,6.8,22.4,24.4,0.0,0.51,14.0,12.0,0.175,0.08,2.0,20.0,0.105,0.09,0.1,0.04,1.7,1.4,4.2,4.4,11.0,21.0,3.2,3.2,3.3,2.4,0.42,3.0,8,25425935427
33.2,5.8,9.4,14.0,5.6,31.6,0.0,0.5,14.0,22.0,0.14,0.07,2.0,34.0,0.035,0.07,0.1,0.07,0.4,1.3,2.8,5.0,13.0,4.0,2.4,3.2,3.2,2.0,0.12,1.6,8,104373354009
24.8,5.8,8.2,12.8,4.4,48.4,0.0,0.5,14.0,24.0,0.035,0.06,2.0,29.0,0.07,0.09,0.1,0.04,0.5,1.2,2.2,3.2,18.0,7.0,2.7,2.0,2.3,3.2,0.13,1.6,8,53770198705
32.0,11.8,5.8,26.0,21.2,22.0,0.0,0.51,14.0,25.0,0.07,0.1,2.0,12.0,0.105,0.06,0.1,0.43,2.0,2.6,4.7,3.5,21.0,16.0,4.8,4.9,1.2,2.9,1.35,2.0,8,28535841193
41.6,9.4,3.4,15.2,5.6,34.0,0.0,0.51,14.0,14.0,0.035,0.06,2.0,11.0,0.07,0.01,0.1,0.13,0.3,0.6,2.7,2.0,12.0,4.0,3.0,1.9,1.6,1.1,0.28,1.0,8,20073226492
20.0,13.0,5.8,18.8,26.0,50.8,0.0,0.5,14.0,31.0,0.14,0.03,2.0,29.0,0.035,0.04,0.1,0.46,2.1,1.7,4.2,4.0,4.0,18.0,4.5,2.9,2.7,1.6,0.61,3.9,8,52052248929
23.6,4.6,11.8,24.8,16.4,40.0,0.0,0.5,14.0,9.0,0.105,0.1,2.0,24.0,0.07,0.09,0.1,0.44,1.0,0.4,2.9,4.3,18.0,6.0,1.7,0.4,2.6,4.6,0.16,2.2,8,18905671089
21.2,11.8,10.6,12.8,23.6,37.6,0.0,0.51,14.0,23.0,0.105,0.1,2.0,21.0,0.035,0.1,0.1,0.49,2.0,2.7,4.4,4.5,0.0,30.0,4.5,3.1,2.2,5.0,0.94,4.3,8,46330350380
6.8,7.0,7.0,9.2,3.2,12.4,0.0,0.51,14.0,24.0,0.175,0.04,2.0,12.0,0.14,0.06,0.1,0.09,0.4,2.5,1.9,3.7,29.0,16.0,2.8,2.7,4.4,2.6,0.11,1.2,8,51524435228
15.2,11.8,10.6,22.4,11.6,31.6,0.0,0.51,14.0,26.0,0.105,0.05,2.0,10.0,0.035,0.05,0.1,0.07,1.1,2.8,2.5,3.1,12.0,13.0,4.9,4.0,1.2,1.7,0.92,2.4,8,26815277289
34.4,1.0,9.4,26.0,10.4,50.8,0.0,0.51,14.0,33.0,0.035,0.05,2.0,17.0,0.035,0.06,0.1,0.02,0.6,2.1,3.9,3.0,27.0,17.0,3.3,1.9,4.3,0.7,0.42,1.4,8,27588906436
27.2,8.2,13.0,20.0,3.2,13.6,0.0,0.5,14.0,22.0,0.035,0.05,2.0,23.0,0.035,0.08,0.1,0.35,0.2,0.7,1.7,4.4,0.0,23.0,4.2,2.0,1.7,1.0,0.18,1.2,8,25704804979
